artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres
Robin Ward,0.772,0.534,148927,0.384,3.46E-06,0.207,-11.41,0.0283,101.752,0.374,19,1,1,2,['brill building pop']
Robin Williams,0.849552632,0.562342105,210916.4737,0.635763158,2.78E-05,0.823763158,-17.56134211,0.901868421,96.60728947,0.274444737,23.60526316,1,1,76,"['comedy', 'comic']"
Robin de Jesus,0.508,0.631666667,295279.6667,0.444,0,0.137,-8.649,0.196333333,114.6886667,0.522666667,50,2,1,3,['show tunes']
Robinson,0.243,0.697,208486,0.521,0,0.189,-6.519,0.031,91.998,0.331,66,5,1,2,"['big room', 'brostep', 'complextro', 'edm', 'electro house', 'moombahton', 'progressive electro house']"
Robot Koch,0.702,0.582,238971,0.375,0.0631,0.136,-13.277,0.0329,129.909,0.106,57,1,0,2,"['electronica', 'wonky']"
Robyn,0.023786923,0.605461538,250618.5385,0.818384615,0.051042154,0.133523077,-4.602230769,0.048053846,141.0019231,0.452923077,53.07692308,6,1,13,"['art pop', 'dance pop', 'electropop', 'pop', 'pop rock', 'scandipop', 'swedish electropop', 'swedish pop']"
Roc Raida,0.0446,0.757,109493,0.978,0.000796,0.0355,-3.749,0.215,93.646,0.539,38,5,0,1,['turntablism']
Rocco DeLuca,0.0467,0.616,343013,0.586,0.0275,0.0948,-6.232,0.0332,127.195,0.518,3,5,0,2,[]
Rocio Banquells,0.625666667,0.630666667,247733.6667,0.491,5.53E-05,0.216266667,-13.43233333,0.043333333,137.258,0.545,45,4,1,6,"['grupera', 'latin pop', 'ranchera']"
Rock,0.587,0.304,158851,0.598,0.000681,0.29,-4.212,0.0302,71.782,0.683,49,6,1,1,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Rock City,0.0963,0.749,239973,0.846,0.0122,0.313,-7.518,0.0895,143.004,0.481,51,1,1,2,[]
Rock D The Legend,0.0829,0.863,272587,0.916,7.09E-06,0.566,-4.523,0.137,145.182,0.964,53,2,1,1,[]
Rock Mafia,0.124,0.902,160200,0.816,8.94E-06,0.18,-3.077,0.0312,96.01,0.894,60,0,0,2,[]
Rock Projection,0.18963,0.592,251658.25,0.57825,0.62675,0.191125,-8.32525,0.0287,118.5155,0.5815,0,2,1,8,[]
Rockabye Baby!,0.818,0.50075,250181.625,0.2179875,0.68425,0.0951625,-17.598,0.0445375,127.845,0.2835,45.25,9,1,16,['lullaby']
Rockabye Lullaby,0.9001,0.5377,239564.9,0.1731,0.580728,0.11527,-13.4972,0.09436,115.5621,0.3407,59.6,0,1,20,['lullaby']
Rockell,0.0317,0.777,242060,0.6815,0.32,0.1305,-7.738,0.03905,132.28,0.857,41.5,9,0,4,['freestyle']
Rocket From The Crypt,0.0123,0.39,173627,0.964,3.90E-05,0.066,-4.778,0.0741,147.359,0.541,34,6,0,2,"['post-hardcore', ""punk 'n' roll""]"
Rockin' Sidney,0.29,0.789,229760,0.649,2.17E-06,0.0997,-10.496,0.055,167.366,0.973,29,5,1,2,"['louisiana blues', 'swamp blues', 'swamp pop', 'zydeco']"
Rocko,0.27872,0.5242,245257.2,0.6356,0,0.256,-5.0962,0.2528,159.2396,0.453,48.8,10,1,5,"['atl hip hop', 'atl trap', 'deep southern trap', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Rockpile,0.19032,0.6104,182477.4,0.796,7.21E-05,0.11502,-10.455,0.05168,138.3954,0.8578,24.2,0,1,10,"['power pop', 'pub rock', 'rockabilly', 'roots rock']"
Rocksolid,0.000386,0.576,227413,0.707,7.31E-06,0.208,-6.697,0.0326,124.498,0.691,43,4,0,2,[]
Rockwell,0.0695,0.77,237473.5,0.653,8.77E-05,0.10235,-5.8015,0.03135,124.113,0.8505,58,1,0,4,[]
Rocky Burnette,0.677,0.67,223373,0.773,0.00192,0.309,-10.953,0.0377,120.465,0.827,43,4,0,2,[]
Rocky Orchestra,0.192,0.591,289533,0.806,0.817,0.482,-7.056,0.0289,94.043,0.723,32,9,0,2,[]
Rocky Roberts,0.485,0.456,173693,0.736,6.47E-06,0.109,-4.818,0.0292,97.211,0.482,45,2,0,2,"['beat italiano', 'classic italian pop']"
Rocío Dúrcal,0.579,0.544635514,212282.9439,0.366943925,0.000735517,0.240109346,-11.30930841,0.038864486,124.1530561,0.606943925,46.04672897,9,1,107,"['bolero', 'cancion melodica', 'grupera', 'latin', 'latin pop', 'ranchera']"
Rocío Jurado,0.39475,0.484,252973.25,0.46525,2.50E-05,0.05805,-14.062,0.222675,133.5365,0.55075,43.25,8,0,8,"['cancion melodica', 'copla']"
Rod & Kevin,0.162,0.795,156627,0.535,0,0.382,-7.861,0.527,84.965,0.333,18,1,1,1,[]
Rod Hart,0.523,0.621,209348,0.424,0,0.11,-15.084,0.246,107.477,0.558,25,4,1,2,['truck-driving country']
Rod McKuen,0.8885,0.291,133887,0.2705,0.072,0.284,-18.1745,0.29545,127.5825,0.27365,4,5,1,4,[]
Rod McLennan,0.8915,0.676,246047,0.614,0.0149789,0.269,-10.393,0.08495,122.588,0.8985,15.5,0,1,2,[]
Rod Stewart,0.366305531,0.538592179,277578.095,0.583106145,0.059761883,0.166667598,-11.02353631,0.041012291,123.3324078,0.539069274,43.45251397,2,1,179,"['adult standards', 'mellow gold', 'soft rock']"
Rod Temperton,0.385666667,0.666,219320,0.321666667,0,0.479666667,-16.04266667,0.936666667,73.188,0.572666667,30.33333333,6,1,3,[]
Rod Wave,0.275643333,0.681133333,163654.9667,0.54795,9.40E-06,0.1121,-9.75315,0.216303333,125.4592833,0.515533333,64.13333333,4,1,60,['florida rap']
Roddy McDowall,0.804,0.638,86467,0.292,0,0.105,-16.399,0.229,135.161,0.88,20,9,0,1,[]
Roddy Ricch,0.184208906,0.784984375,184015.3125,0.627953125,1.35E-05,0.167565625,-7.14053125,0.22968125,121.0885469,0.44465625,69.671875,11,0,64,['melodic rap']
Rodel Naval,0.331,0.5775,238166.5,0.661,0,0.235,-8.654,0.0283,125.1115,0.505,41,5,1,4,['classic opm']
Roderick Porter,0.298,0.872,170906,0.752,0,0.138,-9.425,0.156,118.002,0.327,67,4,1,2,"['emo rap', 'lo-fi beats', 'meme rap']"
Rodger Bumpass,0.622,0.395,110080,0.947,0,0.667,-5.102,0.449,64.594,0.302,42,8,1,1,[]
Rodney Atkins,0.092190909,0.571818182,205521.6364,0.842818182,0,0.237554545,-4.766636364,0.050263636,127.1080909,0.746727273,59.77272727,6,1,22,"['contemporary country', 'country', 'country road', 'modern country rock']"
Rodney Carrington,0.65325,0.45175,157983.5,0.597,3.38E-06,0.50475,-9.09925,0.2819,168.21225,0.60625,41.75,4,1,8,"['comedy', 'comic', 'country']"
Rodney Crowell,0.49625,0.62925,232915.75,0.459125,0.005158945,0.1318625,-12.437875,0.0413875,122.49225,0.584875,34.875,7,1,16,"['alternative country', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'new americana', 'outlaw country', 'roots rock', 'singer-songwriter', 'texas country', 'traditional folk']"
Rodney Dangerfield,0.812,0.498,1171360,0.736,0,0.565,-14.779,0.95,83.932,0.242,23,5,1,2,"['comedy', 'comic']"
Rodney Ellis,0.0175,0.858,277680,0.795,0.000122,0.0518,-5.814,0.0937,100.008,0.706,33,4,1,2,[]
Rodney Franklin,0.32,0.62,292760,0.632,0.632,0.22,-13.548,0.0321,108.406,0.743,35,0,1,2,['jazz funk']
Rodney O,0.2425,0.9225,210633.5,0.9,0,0.211,-6.585,0.1435,107.161,0.677,32,1,1,2,"['electro', 'miami bass']"
Rodney-O & Joe Cooley,0.001476,0.8165,249700,0.3345,1.72E-05,0.269,-15.138,0.1905,135.986,0.5865,31,7,1,4,"['electro', 'miami bass']"
Rodolfo Aicardi,0.4615,0.7825,212900,0.5855,0.00515,0.0983,-7.677,0.0561,102.7835,0.8645,27,9,1,4,"['classic colombian pop', 'cumbia', 'pop romantico']"
Rodrigo Amarante,0.474,0.72,89293,0.422,0.0847,0.155,-13.338,0.069,112.219,0.546,66,1,0,2,['nova mpb']
Rodrigo y Gabriela,0.953,0.491,254933,0.299,0.824,0.122,-9.819,0.043,108.336,0.102,44,9,1,2,"['flamenco', 'rumba', 'world']"
Rodríguez,0.397314091,0.514045455,198911.4545,0.642772727,0.001571454,0.14765,-6.007090909,0.069704545,116.9493636,0.550272727,46.45454545,4,1,44,"['alabama rap', 'atl trap']"
Roedelius,0.8045,0.327,235070,0.342625,0.9215,0.11495,-17.14875,0.04,111.7495,0.201925,29.5,2,1,8,"['ambient', 'art rock', 'berlin school', 'compositional ambient', 'drone', 'experimental', 'fourth world', 'krautrock']"
Rogelio Martinez,0.645,0.558,194427,0.328,0,0.0704,-7.846,0.0478,141.214,0.547,51,0,0,2,['banda']
Roger,0.125568889,0.684888889,341980.7778,0.699777778,0.000429521,0.164511111,-6.659444444,0.067883333,107.0897222,0.629111111,41.66666667,7,1,18,"['electropop', 'pop']"
Roger & Zapp,0.0738,0.786,242320,0.371,0,0.0591,-7.225,0.231,176.592,0.565,33,0,1,1,[]
Roger Alan Wade,0.839,0.652,186600,0.303,0,0.0949,-14.67,0.0299,90.023,0.749,49,7,1,2,"['chattanooga indie', 'outlaw country']"
Roger Barsotti,0.957,0.628,136508,0.688,0.907,0.247,-7.225,0.0527,118.877,0.822,0,5,1,2,[]
Roger Bart,0.844571429,0.297142857,171419,0.261571429,0.000472829,0.147,-14.37857143,0.1418,97.28014286,0.353714286,50,9,1,7,"['disney', 'movie tunes']"
Roger Bean,0.801857143,0.522428571,232262.7143,0.330428571,0,0.158785714,-12.67114286,0.139257143,141.8814286,0.602714286,9.857142857,6,1,14,[]
Roger Creager,0.15145,0.665,241586.75,0.53875,5.10E-05,0.13925,-8.913,0.031825,97.45475,0.60125,38.75,7,1,8,"['outlaw country', 'texas country']"
Roger Daltrey,0.3086,0.456,285182.3333,0.491666667,0.001258,0.137,-12.108,0.0333,112.945,0.259333333,32.33333333,5,1,6,['album rock']
Roger Desormiere,0.940723077,0.320472308,180714.5846,0.061411231,0.119360624,0.274950769,-26.57715385,0.066136923,97.94284615,0.139584615,0.153846154,2,1,65,['historic orchestral performance']
Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,0.940723077,0.320472308,180714.5846,0.061411231,0.119360624,0.274950769,-26.57715385,0.066136923,97.94284615,0.139584615,0.153846154,2,1,65,[]
Roger Desormières,0.9374,0.2518,240402.4,0.417,0.442546,0.3796,-12.4598,0.20804,79.2484,0.18458,0,0,1,10,[]
Roger Edens,0.79,0.866,36840,0.213,3.30E-05,0.177,-22.712,0.658,116.712,0.931,14,3,1,2,[]
Roger Eno,0.909666667,0.268666667,208995.6667,0.04456,0.887333333,0.087466667,-26.12266667,0.038266667,89.848,0.077333333,31,6,0,6,"['ambient', 'art rock', 'compositional ambient', 'fourth world']"
Roger Glover,0.634,0.599,197267,0.812,3.47E-05,0.849,-4.971,0.0494,111.691,0.766,47,7,1,1,[]
Roger Hodgson,0.545,0.512,380000,0.4595,0.0098895,0.24265,-15.3505,0.03015,130.361,0.27,46,5,1,4,"['album rock', 'art rock', 'progressive rock', 'soft rock', 'symphonic rock']"
Roger McGuinn,0.398724286,0.453285714,231708.4286,0.497857143,0.001214024,0.239114286,-10.53857143,0.035857143,126.3272857,0.451428571,37.42857143,4,1,7,"['country rock', 'folk', 'folk rock', 'pub rock', 'roots rock', 'traditional folk']"
Roger Miller,0.742291667,0.634375,129063.125,0.368729167,0.003050697,0.1677875,-14.113875,0.094816667,132.602125,0.766416667,38.25,11,1,48,"['country', 'country rock', 'folk', 'nashville sound', 'oklahoma country', 'traditional folk']"
Roger Quilter,0.98925,0.3935,137656.75,0.098325,0.000419105,0.1070625,-19.564125,0.0487,115.08675,0.31375,0,9,1,8,"['british modern classical', 'early modern classical', 'light music']"
Roger Reuse,0.994,0.37,128292,0.00271,0.927,0.124,-26.981,0.0477,69.348,0.245,65,0,1,2,['background music']
Roger Sanchez,0.000247,0.611,452907,0.817,0.142,0.144,-10.027,0.0308,127.997,0.447,43,3,1,2,"['deep house', 'disco house', 'diva house', 'tech house', 'tribal house', 'vocal house']"
Roger Sessions,0.645,0.1611,195395.5,0.1311,0.698,0.137,-18.6145,0.0357,77.87,0.21285,0,4,0,2,"['american modern classical', 'contemporary classical', 'early modern classical', 'serialism']"
Roger Voisin,0.814,0.159666667,184964.6667,0.354666667,0.74,0.341,-15.26233333,0.044866667,71.48566667,0.048366667,0,5,1,6,['classical trumpet']
Roger Voudouris,0.0986,0.661,182120,0.842,0.000124,0.0534,-6.893,0.047,85.427,0.899,36,0,1,2,"['deep soft rock', 'yacht rock']"
Roger W. Lowther,0.6347,0.15572,430559.1,0.122087,0.8597,0.16094,-23.6654,0.03783,84.7292,0.07487,0.1,5,1,20,[]
Roger Waters,0.311714706,0.495970588,265923.3824,0.246635294,0.006178265,0.240688235,-17.65091176,0.041141176,124.7321176,0.221061765,37.64705882,0,1,34,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'rock', 'symphonic rock']"
Roger White,0.8535,0.644,114107,0.341,0,0.2935,-13.608,0.0402,123.202,0.7645,1,7,1,2,[]
Roger Williams,0.885894737,0.343,181733.3684,0.1788,0.465906895,0.155231579,-15.52763158,0.032610526,109.5233158,0.205878947,25.15789474,7,1,38,"['adult standards', 'ballroom', 'easy listening', 'lounge']"
Roggie Santos,0.975,0.466,182784,0.194,0.00308,0.154,-13.381,0.0316,67.242,0.235,0,7,1,2,[]
Rogue Wave,0.821,0.642,148867,0.462,2.55E-06,0.106,-8.026,0.0294,130.018,0.484,57,1,1,2,"['bay area indie', 'indie pop', 'indie rock', 'modern rock', 'noise pop', 'oakland indie', 'shimmer pop', 'stomp and holler']"
Rohangiz Yachmi,0.965,0.295,262440,0.12,0.821,0.223,-17.601,0.0472,152.712,0.177,48,0,1,1,[]
Rohini Roy,0.995,0.637,197918,0.169,0.484,0.115,-10.571,0.369,95.626,0.747,0,4,0,2,[]
Rojo,0.17595,0.5875,284160,0.7345,3.95E-05,0.121,-6.748,0.02835,144.053,0.511,55,11,1,4,['regional mexican pop']
Rokamouth,0.62,0.612,706612,0.665,0,0.104,-5.998,0.412,128.945,0.722,47,2,0,1,[]
Rokia Traoré,0.626,0.702,386973,0.269,0.0406,0.125,-15.172,0.0365,99.747,0.397,53,10,0,2,"['afropop', 'malian blues', 'mande pop', 'world']"
Roky Erickson,0.07153,0.406,196447,0.877,0.01935,0.358,-6.5075,0.07805,164.1065,0.7545,26.5,7,1,4,"['outsider', 'protopunk', 'psychedelic rock']"
Roland Alexander,0.674,0.496,417853,0.216,1.01E-05,0.213,-14.311,0.198,83.625,0.0777,34,7,1,1,[]
Roland Hayes,0.993,0.308,257960,0.102,0.0738,0.142,-18.663,0.0439,131.317,0.224,0,3,1,2,['spirituals']
Roland Pöntinen,0.995,0.354,187200,0.00237,0.933,0.0667,-40.561,0.0634,66.948,0.0738,40,9,0,2,[]
Rolando Aguiló y su Orquesta,0.74825,0.6425,163540,0.4,0.294501163,0.24875,-9.94625,0.0434,108.261,0.78725,0,6,1,8,[]
Rolando Alfonso,0.882,0.638,224060,0.675,0.693,0.0448,-7.887,0.0592,99.992,0.715,7,6,1,2,[]
Rolando Laserie,0.503,0.659,171352,0.444,3.04E-05,0.311,-6.843,0.033,97.425,0.906,50,5,0,2,"['bolero', 'bolero cubano', 'cumbia', 'latin jazz', 'salsa']"
Rolando Panerai,0.972942857,0.334942857,231171.4857,0.199188571,0.057710886,0.216891429,-16.9294,0.056031429,98.90302857,0.223657143,9.857142857,5,1,35,"['classical baritone', 'italian baritone', 'opera']"
Roldan,0.981,0.321,187027,0.438,0.426,0.377,-10.655,0.0396,116.386,0.531,0,11,0,1,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'tropical']"
Rolf Liebermann,0.975,0.199,126640,0.286,0.000886,0.451,-20.728,0.0435,144.067,0.123,0,7,0,1,[]
Rolf Løvland,0.899,0.215,291107,0.22,0.0594,0.141,-13.078,0.0354,86.438,0.0394,50,2,0,1,[]
Rolf Zuckowski,0.748,0.714,233773,0.476,0,0.327,-6.518,0.0349,74.907,0.809,46,10,1,2,['kindermusik']
Rollins Band,0.00711,0.2345,335280,0.933,0.03044,0.0926,-8.0295,0.0905,155.9435,0.319,38,7,1,4,"['funk metal', 'funk rock', 'punk']"
Rollo Armstrong,0.18,0.785,527240,0.579,0.543,0.168,-10.069,0.0356,127.003,0.262,56,7,1,1,[]
Roma Mazumder Kar,0.9955,0.3525,177706.5,0.0336,0.9145,0.195,-20.172,0.04425,71.326,0.2805,0,8,1,4,[]
Roma Sinfonietta,0.9484,0.1678,179059,0.2354,0.8776,0.16784,-14.7966,0.03782,98.0158,0.06172,46.2,2,1,10,[]
Romaine LaGrande,0.995,0.43,124375,0.0517,0.92,0.118,-28.208,0.0388,67.693,0.329,66,10,1,2,['background music']
Roman GianArthur,0.1291,0.733666667,253631,0.630666667,1.25E-05,0.2216,-6.372666667,0.041266667,94.37633333,0.540333333,56.66666667,8,1,3,[]
Roman Hoffstetter,0.619,0.316,343627,0.0731,0.00115,0.111,-24.223,0.0479,104.17,0.234,37,0,1,1,[]
Roman Tam,0.4202,0.3892,176706.6,0.5058,1.22E-05,0.2708,-10.1342,0.0393,121.9482,0.4274,28.6,11,0,5,"['c-pop', 'cantopop', 'classic cantopop', 'classic mandopop', 'vintage chinese pop']"
Romance,0.18,0.564,264107,0.522,3.63E-06,0.104,-9.401,0.0254,145.668,0.332,47,2,1,2,"['emo', 'modern rock', 'pop punk']"
Romare,0.4364,0.8755,220526.5,0.4135,0.5105,0.13315,-8.8595,0.06995,115.91,0.3925,58.5,7,1,4,"['deep house', 'electronica', 'indie jazz', 'indie soul', 'ninja']"
Rome,0.16308,0.732,299564.6667,0.327,3.06E-06,0.073133333,-11.96333333,0.038833333,112.029,0.194,40,9,0,6,"['bachata', 'latin', 'tropical']"
Rome Opera Chorus and Orchestra,0.987,0.379,203111,0.202333333,0.008766333,0.392666667,-12.534,0.0375,101.2843333,0.179,0.333333333,10,1,3,['opera']
Rome of Sublime,0.0487,0.668,215147,0.78,0,0.107,-6.481,0.0901,170.032,0.739,65,7,1,2,[]
Romeo Santos,0.412831818,0.758151515,237906.2424,0.727378788,5.69E-07,0.20514697,-4.984787879,0.066110606,124.7172879,0.771242424,65.77272727,11,0,66,"['bachata', 'latin', 'tropical']"
Romeo Void,0.039425333,0.608666667,272457.6667,0.781333333,0.411333333,0.155366667,-9.381,0.0701,147.337,0.898333333,39.33333333,4,1,6,"['dance rock', 'new romantic', 'new wave', 'new wave pop']"
Romina Power,0.438,0.385,260493,0.5,0,0.308,-10.544,0.0339,186.6,0.218,45,9,0,2,[]
Rompasso,0.0225,0.694,168750,0.739,9.11E-06,0.507,-5.457,0.185,128.049,0.222,59,5,1,2,[]
Romualdo Brito,0.519,0.823666667,288390,0.305,0,0.098166667,-12.30833333,0.108466667,131.8173333,0.914,29.33333333,4,0,3,"['classic colombian pop', 'vallenato']"
Romy Dya,0.435,0.526,183637,0.52,0,0.197,-7.985,0.0569,149.119,0.13,70,6,0,2,['dutch pop']
Ron Albert,0.126,0.67,157200,0.527,2.75E-05,0.158,-12.701,0.028,118.327,0.858,49,0,1,1,[]
Ron Browz,0.03,0.61,215973,0.431,0,0.099,-6.73,0.294,136.878,0.463,47,0,1,1,"['nyc rap', 'pop rap']"
Ron Carter,0.855642857,0.477285714,392523.8571,0.2458,0.655366071,0.124792857,-18.9055,0.039435714,108.2998571,0.4044,29.42857143,0,1,14,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz double bass', 'jazz funk', 'jazz fusion', 'soul jazz', 'stride']"
Ron Cuijpers,0.614,0.459,249057,0.528,0.0623,0.253,-9.554,0.0703,93.226,0.387,0,5,1,1,[]
Ron Funches,0.00787,0.7232,162504,0.742,0.000375398,0.15714,-6.3904,0.10024,128.992,0.5248,62,7,1,5,[]
Ron Furmanek,0.741,0.443769231,143768.1538,0.263430769,0.00403844,0.139153846,-13.595,0.047153846,124.5169231,0.525153846,19.61538462,4,1,13,[]
Ron Hussmann,0.847,0.717,105800,0.199,0,0.12,-17.051,0.123,111.092,0.471,22,6,1,2,[]
Ron Kenoly,0.0979,0.656,476933,0.504,0,0.157,-14.947,0.0973,91.7,0.64,37,2,1,1,"['classic praise', 'worship']"
Ron McMaster,0.939666667,0.62,152800,0.137266667,0.15762415,0.119633333,-16.78883333,0.043966667,102.9641667,0.367333333,20.66666667,5,1,12,[]
Ron Moody,0.581,0.6675,215600,0.188,0,0.1096,-17.6735,0.3005,102.0105,0.457,17.5,5,0,2,['beach music']
Ron Pope,0.8385,0.4525,224275,0.378,1.90E-06,0.2175,-7.5615,0.035,103.6955,0.528,64,5,1,4,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock', 'viral pop']"
Ron White,0.965,0.353,530762,0.841,0.00068,0.932,-11.624,0.744,83.268,0.115,37,2,1,1,"['comedy', 'comic']"
Ronald Cavaye,0.983,0.487,180600,0.00721,0.0125,0.0632,-24.141,0.0795,115.904,0.0746,41,0,1,2,[]
Ronald Colman,0.991,0.636,48893,0.264,0.00138,0.809,-29.401,0.849,115.277,0.661,0,10,1,2,[]
Ronald Emery,0.995,0.454,221200,0.02815,0.9595,0.1095,-21.9795,0.06795,148.315,0.2725,65,11,1,4,"['calming instrumental', 'piano cover']"
Ronald Hanmer,0.863,0.612666667,38866.66667,0.444,0.760333333,0.141233333,-12.33633333,0.0967,108.1783333,0.853333333,0,5,1,6,['library music']
Ronald Holgate,0.853,0.584,155240,0.488,0,0.306,-9.907,0.228,116.178,0.896,23,5,1,1,[]
Ronald Holgate & Zero Mostel,0.845,0.627,202240,0.326,0.000279,0.412,-11.804,0.285,107.999,0.618,12,1,1,2,[]
Ronald Isley,0.4551375,0.670125,277959.375,0.4676875,0.000881238,0.15741875,-9.401625,0.0817375,109.66175,0.475375,39.4375,3,1,16,"['quiet storm', 'urban contemporary']"
Ronaldo Boscoli,0.212,0.29,151040,0.305,0.000227,0.14,-12.456,0.0307,144.621,0.412,21,3,1,1,[]
Ronan Hardiman,0.327,0.296,287667,0.551,0.593,0.0668,-12.824,0.0392,124.463,0.236,47,2,1,2,"['celtic', 'irish dance']"
Ronan Keating,0.21225,0.5405,235407,0.55225,3.34E-05,0.169175,-8.60275,0.02735,113.71325,0.483,56.75,10,1,8,"['dance pop', 'europop', 'neo mellow', 'soft rock']"
Rondalla Mexicana Del Chato Franco,0.871,0.527,178364,0.251,0,0.138,-11.265,0.0301,99.881,0.488,39,11,0,2,[]
Ronn Cummins,0.869,0.722,84427,0.188,0,0.36,-13.881,0.113,125.693,0.723,7,3,1,1,[]
Ronnie Aldrich,0.803857143,0.322142857,159643.7143,0.239285714,0.822714286,0.232428571,-14.482,0.029042857,100.5647143,0.206771429,18.85714286,0,1,7,"['adult standards', 'ballroom', 'easy listening', 'lounge']"
Ronnie Aldrich and his 2 pianos,0.7395,0.506,213253.5,0.2465,0.5485,0.107,-15.8275,0.0293,111.5985,0.276,38.5,7,1,2,['easy listening']
Ronnie Dunn,0.6205,0.5745,240160,0.479,2.28E-05,0.10145,-6.0735,0.0335,119.238,0.2335,46,10,1,4,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'oklahoma country']"
Ronnie Dyson,0.285666667,0.443666667,188840,0.486666667,0.003916333,0.248333333,-12.374,0.035233333,110.4443333,0.613666667,25.66666667,5,1,6,['classic soul']
Ronnie Foster,0.513333333,0.578,316386.6667,0.546333333,0.869666667,0.113333333,-13.14233333,0.036766667,98.12333333,0.642333333,31.33333333,5,1,6,"['jazz funk', 'soul jazz']"
Ronnie Hawkins,0.48425,0.572,167300,0.85775,0.01525,0.38135,-7.116,0.0809,108.023,0.73225,25.5,9,1,8,"['canadian blues', 'canadian rockabilly', 'rock-and-roll', 'rockabilly', 'swamp rock']"
Ronnie James Dio,0.433066667,0.503666667,220854,0.718,2.35E-05,0.607,-6.552333333,0.043133333,126.484,0.598666667,48.66666667,7,1,3,"['hard rock', 'metal']"
Ronnie Lane,0.667,0.6275,254786.5,0.4155,0.07603325,0.09295,-16.6785,0.0379,106.168,0.679,31.5,9,1,4,"['folk rock', 'pub rock']"
Ronnie Lane & Slim Chance,0.773,0.487,200987,0.35,0.0101,0.0677,-14.03,0.043,163.781,0.772,39,4,1,2,[]
Ronnie Laws,0.20648,0.4814,314520,0.6138,0.22508947,0.13042,-11.4762,0.0381,135.4634,0.661,32.2,11,0,10,"['jazz funk', 'jazz saxophone', 'smooth jazz', 'soul jazz']"
Ronnie Laws & Pressure,0.23,0.606,294667,0.907,0.845,0.108,-12.467,0.0408,103.696,0.71,33,1,1,2,[]
Ronnie Mann,0.561,0.25,202549,0.521,0.711,0.321,-5.288,0.0307,76.706,0.462,0,10,0,1,[]
Ronnie McDowell,0.526333333,0.613666667,171786.6667,0.579,1.98E-06,0.177933333,-10.832,0.0779,128.96,0.889666667,36,7,1,6,"['classic country pop', 'country']"
Ronnie McNeir,0.387,0.329,167720,0.412,2.55E-06,0.102,-15.903,0.0411,172.881,0.609,23,8,0,2,[]
Ronnie Milsap,0.412441558,0.577818182,213880.3247,0.441155844,0.001166548,0.157644156,-11.24809091,0.030197403,117.4748831,0.516961039,34.84415584,7,1,77,"['classic country pop', 'country', 'country rock', 'nashville sound']"
Ronnie Self,0.6755,0.61525,131850,0.87225,0.001569755,0.234,-3.84625,0.0813,102.97275,0.908,5.25,9,1,8,"['rock-and-roll', 'rockabilly', 'traditional rockabilly']"
Ronnie Spencer,0.346,0.785,247667,0.459,0,0.333,-8.473,0.0857,94.822,0.314,44,5,0,2,[]
Ronnie Torres,0.231,0.74,279547,0.894,0,0.111,-5.445,0.0327,130.01,0.6,50,10,1,2,[]
Ronnie Wood,0.371666667,0.505666667,257955.3333,0.528,0.11534961,0.109066667,-11.43666667,0.059933333,137.977,0.617666667,34,9,1,6,['pub rock']
Ronny,0.181,0.542,172163,0.488,0.0398,0.415,-10.243,0.0269,92.257,0.526,28,1,0,2,"['melodic rap', 'miami hip hop', 'underground hip hop', 'vapor trap']"
Ronny & The Daytonas,0.574,0.482,149333,0.615,7.96E-06,0.795,-7.047,0.0468,83.117,0.932,40,4,1,2,"['bubblegum pop', 'surf music']"
Ronny Jordan,0.33235,0.651,320559.8333,0.458333333,0.282416667,0.2105,-13.74933333,0.0622,132.886,0.498833333,47.16666667,6,1,6,"['acid jazz', 'jazz funk', 'smooth jazz']"
Roo Panes,0.944,0.473,241720,0.317,0.0124,0.11,-10.324,0.0318,139.899,0.132,64,2,1,2,"['british singer-songwriter', 'indie anthem-folk', 'indie folk', 'indiecoustica', 'neo mellow', 'new americana', 'stomp and holler']"
Rook1e,0.6385,0.536,99777,0.3085,0.41283,0.1311,-14.2,0.0601,78.132,0.3766,63.5,3,1,4,"['chillhop', 'lo-fi beats']"
Room 5,0.0111,0.883,212413,0.887,0.63,0.0367,-4.92,0.116,124.814,0.648,54,1,1,1,"['disco house', 'vocal house']"
Rooney,0.00245,0.555,213726.5,0.8985,5.30E-05,0.0631,-3.4235,0.04565,157.074,0.748,48.5,9,1,4,['modern power pop']
Roop Kumar Rathod,0.3865,0.554,322952,0.6705,0.00403056,0.1335,-8.2985,0.0626,102.3725,0.581,53,8,1,4,"['desi pop', 'filmi', 'indian folk', 'modern bollywood', 'sufi']"
Rooprekha Chatterjee,0.818538462,0.542615385,281164.2308,0.372923077,0,0.411384615,-12.91753846,0.137761538,98.08015385,0.678230769,0,0,0,13,[]
