id,artist_1,artist,title_clean,title,genres,popularity,Successful,year,release_date,duration_ms,tempo,key,mode,acousticness,instrumentalness,danceability,energy,liveness,loudness,speechiness,valence,explicit,peak,weeks,msd_id,echo_nest_id
25CnqAR7fzAQbb2SVoSa0b,HOT BOYS,HOT BOYS,I NEED A HOT GIRL,I NEED A HOT GIRL,"deep southern trap, dirty south rap, gangster rap, new orleans rap",44,1,1999,7/27/99,292840,96.006,2,1,0.0557,0.0,0.815,0.797,0.6409999999999999,-6.303999999999999,0.18600000000000003,0.65,0,,,,
25Cv6pteVL6Wm4GIvPCFnO,RINGO STARR,RINGO STARR,BACK OFF BOOGALOO,BACK OFF BOOGALOO,"album rock, beatlesque, bubblegum pop, classic rock, country rock, folk rock, mellow gold, rock, rock drums, soft rock",37,1,1974,1974,202427,176.43099999999998,4,1,0.127,1.22e-05,0.402,0.8240000000000001,0.0623,-10.258,0.0411,0.897,0,,,,
25EtWmcUALs9Gtfiv7Bcab,OUTKAST,OUTKAST,"MIGHTY ""O""","MIGHTY ""O""","atl hip hop, dirty south rap, hip hop, pop rap, rap, southern hip hop",41,1,2006,8/22/06,256227,83.37299999999999,5,1,0.00615,0.0,0.449,0.698,0.325,-5.733,0.276,0.516,0,,,,
25FbujVRm2y8A5HSHERaRa,SNOOP DOGG,SNOOP DOGG,STILL A G THANG,STILL A G THANG,"g funk, gangster rap, hip hop, rap, west coast rap",38,1,1998,1/1/98,260133,97.935,11,0,0.193,0.0,0.853,0.621,0.0848,-6.196000000000001,0.33399999999999996,0.531,1,,,,
25FesN27xiZwwO0IRMVA6T,BACHMAN-TURNER OVERDRIVE,BACHMAN-TURNER OVERDRIVE,SLEDGEHAMMER,SLEDGEHAMMER,"album rock, art rock, blues rock, classic canadian rock, classic rock, country rock, folk rock, hard rock, mellow gold, rock, roots rock, soft rock, symphonic rock",31,0,1974,1974,273760,160.19899999999998,2,1,0.124,0.096,0.265,0.547,0.39399999999999996,-12.554,0.0418,0.535,0,,,TRRRPCW128F1477AC5,SOZDEZL12A6D4F7DDC
25H6P7a94WUr5102lC6TNI,QUEEN,QUEEN,I WANT TO BREAK FREE,I WANT TO BREAK FREE,"glam rock, rock",59,1,2018,10/19/18,223080,108.944,4,1,0.105,2.57e-05,0.807,0.414,0.0813,-8.902999999999999,0.0352,0.502,0,,,,
25McPIqh9oSdPSP36Gu7Jp,THE POLICE,THE POLICE,HOLE IN MY LIFE,HOLE IN MY LIFE,"album rock, art rock, classic rock, dance rock, mellow gold, new wave, permanent wave, rock, soft rock",46,0,1978,11/2/78,290093,147.523,7,1,0.17300000000000001,0.0343,0.639,0.611,0.14400000000000002,-7.506,0.0354,0.608,0,,,TRFZLAP128F92EC204,SOGSXPP12AB01812D3
25OUeDZIDX1UIQlsrWcCgc,SPANDAU BALLET,SPANDAU BALLET,ONLY WHEN YOU LEAVE,ONLY WHEN YOU LEAVE,"dance rock, disco, europop, mellow gold, new romantic, new wave, new wave pop, soft rock, synthpop",54,1,2000,5/15/00,301400,136.91,7,0,0.355,0.000212,0.667,0.775,0.0863,-6.8420000000000005,0.0287,0.841,0,12.0,34.0,TRWOADT128F93059D6,SOABYIT12AAF3B3C9C
25R5Tdr4K7ENb6umHzdCXn,SIA,SIA,ALIVE,ALIVE,"australian dance, australian pop, dance pop, pop",64,1,2016,10/21/16,263520,99.963,6,0,0.254,0.000122,0.508,0.762,0.10800000000000001,-4.217,0.0489,0.444,0,,,,
25TQBBKOrtTfnH6QBM9He1,CREED,CREED,OVERCOME,OVERCOME,"album rock, classic rock, country rock, rock, roots rock, southern rock, swamp rock",48,1,2009,1/1/09,226827,194.877,9,1,0.00123,0.0,0.32799999999999996,0.9259999999999999,0.127,-3.187,0.0756,0.392,0,,,,
25YwwruYRtxe6RQdKtrZFS,LLOYD BANKS,LLOYD BANKS,KARMA,KARMA,"gangster rap, hardcore hip hop, hip hop, pop rap, queens hip hop, rap, trap",58,0,2004,1/1/04,278533,176.10299999999998,10,0,0.0392,0.0,0.605,0.8290000000000001,0.196,-2.377,0.444,0.708,1,,,TRSLBTW128E0780F84,SOOSYYL12D02191F5D
25bUh8u6oQrfJad0dGW4cC,JOHNNIE TAYLOR,JOHNNIE TAYLOR,STOP DOGGIN' ME,STOP DOGGIN' ME,"funk, memphis soul, motown, quiet storm, soul, soul blues, southern soul",28,0,1977,1/1/77,251933,97.30799999999999,2,1,0.598,5.05e-06,0.541,0.272,0.19399999999999998,-18.739,0.0306,0.424,0,,,TRMWDSI128F92D15C4,SOLVZAM12A8C14683F
25cUhiAod71TIQSNicOaW3,MIGUEL,MIGUEL,ADORN,ADORN,"dance pop, pop, pop rap, r&b, urban contemporary",65,1,2012,9/28/12,193147,179.063,11,0,0.0543,4.07e-05,0.625,0.5760000000000001,0.187,-5.693,0.175,0.235,0,,,,
25fqrbEPDnqe9Bf8RLL7an,TERROR SQUAD,TERROR SQUAD,TAKE ME HOME,TAKE ME HOME,"bronx hip hop, hardcore hip hop",47,1,2004,1/1/04,210840,131.06,11,0,0.129,0.0,0.81,0.794,0.0524,-4.848,0.205,0.8340000000000001,1,,,,
25mwJPzWVmS2yronBNQJF1,KANYE WEST,KANYE WEST,SCHOOL SPIRIT SKIT 1,SCHOOL SPIRIT SKIT 1,"chicago rap, hip hop, rap",47,0,2004,2/10/04,78693,164.25,8,1,0.326,0.0,0.648,0.218,0.35200000000000004,-15.107999999999999,0.95,0.642,1,,,TRRIQAP128E07845D3,SOZXGJK12A6701D913
25n4NECujqOxQHdXVIVc9I,DEMI LOVATO,DEMI LOVATO,HEART ATTACK,HEART ATTACK,"dance pop, pop, post-teen pop",53,1,2013,1/1/13,211533,173.979,8,1,0.0726,0.0,0.499,0.7759999999999999,0.281,-4.793,0.0682,0.526,0,,,,
25oz0lE9dnrD15R8C3j1qo,PETE TOWNSHEND,PETE TOWNSHEND,JOOLS AND JIM,JOOLS AND JIM,"album rock, art rock, classic rock, country rock, folk rock, mellow gold, power pop, pub rock, rock, roots rock, singer-songwriter, soft rock, symphonic rock",23,0,1980,4/21/80,157093,180.768,2,1,0.126,7.62e-05,0.562,0.937,0.13,-7.17,0.18,0.662,0,,,TRGXUSL128F933ED6D,SOWVGFC12A58A7F58A
25pl7kV4OxafIc9wPAggYf,BEASTIE BOYS,BEASTIE BOYS,SO WHAT'CHA WANT,SO WHAT'CHA WANT,"alternative rock, east coast hip hop, hip hop, old school hip hop, rap",56,1,1999,1/1/99,217067,171.093,5,0,0.0764,3.12e-05,0.695,0.978,0.069,-3.556,0.27399999999999997,0.706,1,,,,
25qIHdF9njPTW737AeEQPl,PRINCE,PRINCE,ALPHABET ST.,ALPHABET ST.,"funk, funk rock, minneapolis sound, motown, synth funk",38,1,1993,9/14/93,339933,104.35700000000001,0,1,0.313,0.247,0.825,0.97,0.105,-5.8660000000000005,0.0675,0.628,1,,,,
25rFfWEpkArgtYJiSSn7cU,MINNIE RIPERTON,MINNIE RIPERTON,MEMORY BAND,MEMORY BAND,"classic soul, disco, funk, jazz funk, motown, quiet storm, soul",28,0,1970,11/1/70,251093,116.536,1,1,0.802,0.0202,0.44,0.42100000000000004,0.10400000000000001,-11.119000000000002,0.0354,0.365,0,,,TRSOEOE128F932B081,SORWIRX12AB017EA1B
25rV6ArwFMht49oONoqSLQ,JASON ALDEAN,JASON ALDEAN,THE TRUTH,THE TRUTH,"contemporary country, country, country road",59,1,2009,4/7/09,238413,143.014,9,1,0.23399999999999999,2.4e-06,0.496,0.5770000000000001,0.109,-5.305,0.0257,0.381,0,20.0,40.0,TRKGTWF12903CE30F9,SOZWLZC12D0219228E
25rfcLcczxo0vJHRaFwCkX,OTIS REDDING,OTIS REDDING,COME TO ME,COME TO ME,"classic soul, funk, memphis soul, soul, soul blues, southern soul",42,1,1965,1965-03,167907,176.22,10,1,0.84,4.62e-06,0.46399999999999997,0.233,0.145,-14.399000000000001,0.0432,0.562,0,7.0,69.0,TRFETQK128F423DEFB,SOCFYVE12A67ADD70C
25sA1vM4BFkTb5cJGWftFo,KELLY CLARKSON,KELLY CLARKSON,WALK AWAY,WALK AWAY,"dance pop, neo mellow, pop, pop rock, post-teen pop, talent show, viral pop",49,1,2004,1/17/04,189307,115.973,0,1,0.0147,1.11e-06,0.75,0.888,0.0759,-4.524,0.0426,0.935,0,29.0,12.0,TRMJTXU128F9330828,SOYILAD12AB0187985
25sVWC7F8HeAs7snfEj4S7,LEON RUSSELL,LEON RUSSELL,SHOOT OUT ON THE PLANTATION,SHOOT OUT ON THE PLANTATION,"blues rock, classic rock, country rock, folk, folk rock, mellow gold, outlaw country, piano rock, roots rock, singer-songwriter, soft rock, southern rock, swamp rock, traditional folk",27,0,1970,1970,193973,88.645,5,1,0.19699999999999998,0.0,0.528,0.695,0.35600000000000004,-10.242,0.035,0.884,0,,,TRGLLYO128F92FAADE,SOYAYDA12A6D4FA014
25wr96uXxmUFuPQdaRS0HR,BASTILLE,BASTILLE,POMPEII,POMPEII,"metropopolis, modern rock, pop, pop rock",13,1,2020,6/12/20,213333,127.421,9,1,0.0676,0.0,0.659,0.7909999999999999,0.28600000000000003,-4.422,0.046,0.52,0,,,,
25x4t3MC6HhmMsx1WAztg2,LOS LOBOS,LOS LOBOS,ONE TIME ONE NIGHT,ONE TIME ONE NIGHT,roots rock,38,0,1987,1987,289307,90.316,2,1,0.10099999999999999,0.000156,0.624,0.586,0.6409999999999999,-11.575999999999999,0.0292,0.748,0,,,TRRKDHU12903CA667E,SOHAVGS12AB018ABBC
25yf4rNN5aOKWCfAx8oMLY,THE WHO,THE WHO,5:15,5:15,"album rock, art rock, british invasion, classic rock, folk rock, hard rock, mellow gold, rock, roots rock",26,1,1979,10/5/79,290612,126.294,0,1,0.32,0.44,0.46,0.9490000000000001,0.192,-7.818,0.0826,0.36,0,,,,
25zXRQGuwYZdIp88fVZOPC,CASSADEE POPE,CASSADEE POPE,WASTING ALL THESE TEARS,WASTING ALL THESE TEARS,"contemporary country, country pop, pop emo, viral pop",66,1,2013,1/1/13,215640,155.83,5,0,0.0959,1.04e-05,0.465,0.772,0.16699999999999998,-3.932,0.0378,0.257,0,,,,
25zqKQdQJhxFus3X0BPWD3,PEGGY LEE,PEGGY LEE,LULLABY IN RHYTHM,LULLABY IN RHYTHM,"adult standards, lounge, soul, swing, torch song, vocal jazz",12,0,1959,5/4/59,136800,76.259,0,1,0.914,1.82e-06,0.7040000000000001,0.239,0.11900000000000001,-12.71,0.0574,0.6990000000000001,0,,,TRZCRHW128F426A9C0,SOGFULJ12A8C1370B6
260qSIxwsIYmdq3wF5ac0e,HILARY DUFF,HILARY DUFF,FLY,FLY,"dance pop, europop, pop, post-teen pop",47,0,2004,9/29/04,223693,184.13299999999998,4,0,0.0392,0.0422,0.272,0.792,0.0855,-3.0610000000000004,0.0459,0.35600000000000004,0,,,TRRZYBC128F9325740,SOBDXLH12D02194205
262RLK33vXanGsKYN2Jxuf,SANTANA,SANTANA,STORMY,STORMY,"blues rock, classic rock, mexican classic rock",32,1,1978,10/1/78,285560,115.59899999999999,2,1,0.445,0.00775,0.6990000000000001,0.298,0.084,-18.447,0.0403,0.715,0,,,,
263aNAQCeFSWipk896byo6,THE CURE,THE CURE,FRIDAY I'M IN LOVE,FRIDAY I'M IN LOVE,"dance rock, new romantic, new wave, permanent wave, rock",67,1,1992,4/21/92,214400,136.203,0,0,0.0009720000000000001,0.00011599999999999999,0.526,0.762,0.33799999999999997,-12.437000000000001,0.0342,0.505,0,,,,
26F94j1ki7Fus2DEFuSDg3,MANDRILL,MANDRILL,FENCEWALK,FENCEWALK,"classic soul, funk, jazz funk, latin afrobeat, soul, soul jazz",33,1,1975,1975,332173,105.831,7,1,0.314,0.0661,0.5870000000000001,0.591,0.0681,-10.735,0.0594,0.961,0,10.0,52.0,TRQMULB128F42ACF4D,SOKVZTQ12A58A7BF4B
26O47HvtANzG1c2Uv6eW5H,TANYA TUCKER,TANYA TUCKER,DELTA DAWN,DELTA DAWN,"classic country pop, country, country dawn, country rock, outlaw country",45,1,1972,1972,176827,156.207,5,1,0.682,0.0,0.501,0.389,0.40399999999999997,-11.866,0.0441,0.633,0,7.0,72.0,TRCTOGB128F426EBAD,SOXGTYW12A8C133C01
26TpLkciA8vz3kAvSI5tHG,TOM PETTY AND THE HEARTBREAKERS,TOM PETTY AND THE HEARTBREAKERS,I NEED TO KNOW,I NEED TO KNOW,"album rock, classic rock, country rock, folk rock, hard rock, heartland rock, mellow gold, pop rock, psychedelic rock, rock, roots rock, soft rock",52,1,1978,5/2/78,144173,154.097,4,0,0.011000000000000001,0.18100000000000002,0.518,0.919,0.196,-4.721,0.0285,0.752,0,,,,
26WupilYCvGn1OEX2CqKjN,HELEN REDDY,HELEN REDDY,YOU AND ME AGAINST THE WORLD,YOU AND ME AGAINST THE WORLD,"adult standards, brill building pop, bubblegum pop, folk, folk rock, mellow gold, soft rock",34,1,1987,1/1/87,191707,78.568,9,1,0.544,1.09e-06,0.384,0.28300000000000003,0.154,-15.493,0.0288,0.259,0,20.0,9.0,TRBXKRB128E079082A,SOQZYNE12A58A7BB05
26arZyeKDvJc6pqjhayXNI,TED NUGENT,TED NUGENT,HEY BABY,HEY BABY,"acid rock, album rock, blues rock, classic rock, country rock, glam metal, hard rock, metal, rock, southern rock",45,1,1975,1975,241000,130.24,9,1,0.0712,0.00126,0.644,0.9620000000000001,0.133,-5.557,0.11599999999999999,0.792,0,5.0,72.0,TRRDMLD128F92E2199,SOHLBGQ12A8C143591
26b2c6d8TBOSNQznQXFdQa,JENNIFER HUDSON,JENNIFER HUDSON,AND I AM TELLING YOU I'M NOT GOING,AND I AM TELLING YOU I'M NOT GOING,"dance pop, hip pop, hollywood, neo soul, pop, r&b, urban contemporary",58,1,2006,12/4/06,305373,123.068,5,0,0.185,0.0,0.46399999999999997,0.735,0.161,-5.202000000000001,0.085,0.336,0,,,,
26bL4gSULWDgdIMX0pRFrG,GRETCHEN WILSON,GRETCHEN WILSON,REDNECK WOMAN,REDNECK WOMAN,"contemporary country, country, country dawn, country road",61,1,2004,5/11/04,221333,185.06900000000002,6,1,0.13,0.0,0.499,0.825,0.306,-5.146,0.177,0.753,0,20.0,22.0,TRQIZVH128F428075C,SOYCSYU12AB01849E8
26bNrOZYAO8MISgmJ0aj11,GLENN FREY,GLENN FREY,YOU BELONG TO THE CITY,YOU BELONG TO THE CITY,"album rock, classic rock, country rock, folk rock, heartland rock, mellow gold, new wave pop, soft rock",41,1,1995,1/1/95,351907,109.25,4,0,0.0935,0.000759,0.718,0.61,0.073,-7.517,0.0298,0.517,0,,,,
26bRcXA9qmivWYTPocMlfT,TOBY KEITH,TOBY KEITH,BULLETS IN THE GUN,BULLETS IN THE GUN,"contemporary country, country, country road, oklahoma country",49,1,2010,10/4/10,256613,120.01700000000001,9,1,0.33899999999999997,1.88e-05,0.61,0.7609999999999999,0.0839,-6.022,0.0627,0.433,0,,,,
26fSgIa539TCK3KV76chHU,THE VELVELETTES,THE VELVELETTES,NEEDLE IN A HAYSTACK,NEEDLE IN A HAYSTACK,"brill building pop, classic girl group, motown, soul",54,1,1999,1/1/99,149867,77.52,0,1,0.565,2.89e-06,0.6990000000000001,0.7559999999999999,0.106,-3.617,0.0292,0.74,0,8.0,45.0,TRRJPLK128F933D639,SOBCCFX12A58A7F688
26fZwf1ImE4aUJ4XaqOkUg,SCORPIONS,SCORPIONS,NO ONE LIKE YOU,NO ONE LIKE YOU,"album rock, german hard rock, german metal, german rock, hard rock, metal, rock",61,1,1982,4/10/82,237467,118.178,9,0,0.0203,2.2100000000000002e-05,0.505,0.631,0.141,-10.433,0.038,0.835,0,,,,
26j1AFFgKumXtOdcmZX3YF,THE RAINDROPS,THE RAINDROPS,THE KIND OF BOY YOU CAN'T FORGET,THE KIND OF BOY YOU CAN'T FORGET,brill building pop,17,1,1963,1963,128960,100.758,7,1,0.7,0.0,0.552,0.674,0.29,-10.34,0.0644,0.51,0,11.0,17.0,TRWSFCA128F148B776,SOJSWZI12A6D4F9A96
26lCNg8WekUoDbLhEbUyXZ,JACKSON BROWNE,JACKSON BROWNE,LAWYERS IN LOVE,LAWYERS IN LOVE,"album rock, classic rock, country rock, folk, folk rock, heartland rock, mellow gold, piano rock, pop rock, rock, roots rock, singer-songwriter, soft rock, traditional folk",41,1,1983,7/26/83,259747,139.031,9,1,0.0286,0.00126,0.522,0.74,0.145,-6.496,0.0284,0.639,0,,,,
26p6GNIQfv9koDVD4rTouu,ROY ORBISON,ROY ORBISON,BLUE BAYOU,BLUE BAYOU,"adult standards, brill building pop, classic rock, folk rock, mellow gold, rock, rock-and-roll, rockabilly, soft rock",49,1,1963,1963-07,149427,117.861,5,1,0.6729999999999999,1.2e-05,0.53,0.26,0.11599999999999999,-12.218,0.0357,0.805,0,10.0,29.0,TRCLQAJ128F930EA2A,SOUONHO12D02199ECB
26rUU3JZ9JB9OkEuG9mb3e,EMINEM,EMINEM,ELEVATOR,ELEVATOR,"detroit hip hop, hip hop, rap",53,1,2009,5/15/09,292933,90.51,7,1,0.32299999999999995,0.0,0.7959999999999999,0.7929999999999999,0.332,-3.911,0.318,0.556,1,,,,
26w1A69Yd7Ey3is2HZZ1nb,THE PSYCHEDELIC FURS,THE PSYCHEDELIC FURS,INDIA,INDIA,"art rock, dance rock, new romantic, new wave, new wave pop, post-punk, rock",40,0,1980,1980,379786,158.394,11,0,0.0013800000000000002,0.157,0.29,0.8370000000000001,0.377,-6.632999999999999,0.0837,0.20199999999999999,0,,,TRTSDRA128F4279415,SODPLHF12A8C13365D
26ycbqowYZ01xEqdtfr0EW,TRACE ADKINS,TRACE ADKINS,CHROME,CHROME,"contemporary country, country, country road, modern country rock, redneck",42,1,2010,1/1/10,201693,179.74599999999998,9,1,0.11199999999999999,6.93e-06,0.474,0.924,0.22899999999999998,-3.923,0.062,0.774,0,,,,
272Bb1nbppXws0tpiBiCM3,BREAD,BREAD,LOST WITHOUT YOUR LOVE,LOST WITHOUT YOUR LOVE,"adult standards, folk, folk rock, mellow gold, soft rock",33,1,1985,8/13/85,176853,146.36700000000002,10,1,0.652,1.58e-05,0.257,0.325,0.11800000000000001,-11.119000000000002,0.028999999999999998,0.196,0,,,,
27AHAtAirQapVldIm4c9ZX,KRIS KROSS,KRIS KROSS,JUMP,JUMP,"dutch house, dutch pop, tropical house",67,1,1992,3/17/92,195107,101.97200000000001,2,1,0.0005009999999999999,0.00403,0.7490000000000001,0.745,0.33299999999999996,-10.625,0.16399999999999998,0.48100000000000004,0,21.0,1.0,TRBDCXE128F4268C1D,SOKUBOH12A8C131BD1
27BgDmciSjoxTG0almHTpZ,THE WEEKND,THE WEEKND,LOVE TO LAY,LOVE TO LAY,"canadian contemporary r&b, canadian pop, pop",65,1,2016,11/25/16,223293,116.971,7,0,0.052000000000000005,0.0,0.711,0.807,0.214,-5.052,0.0608,0.698,0,,,,
27EP6MYMINYtwhkTagoiQD,NEW KIDS ON THE BLOCK,NEW KIDS ON THE BLOCK,LET'S TRY IT AGAIN,LET'S TRY IT AGAIN,"boy band, dance pop",36,1,1990,6/4/90,231320,136.625,8,1,0.142,0.0,0.5539999999999999,0.361,0.12300000000000001,-14.35,0.0257,0.278,0,,,,
27FdkYaQhJKD0IKgrCB4Uo,DEAN MARTIN,DEAN MARTIN,I'M YOURS,I'M YOURS,"adult standards, easy listening, lounge, vocal jazz",16,0,1952,1952,196360,66.414,10,1,0.9390000000000001,0.00288,0.327,0.0653,0.272,-17.642,0.0344,0.207,0,,,TRUEBEH12903CB53C5,SOZNKUT12AB01896F1
27H8WsrkD5catdc3a2fCLV,BLINK-182,BLINK-182,AFTER MIDNIGHT,AFTER MIDNIGHT,"pop punk, punk, socal pop punk",52,1,2011,1/1/11,206867,167.995,9,1,0.00642,1.7100000000000002e-05,0.541,0.889,0.02,-3.997,0.049,0.902,0,,,,
27IRo2rYeizhRMDaNVplNM,BLUES TRAVELER,BLUES TRAVELER,HOOK,HOOK,"alternative rock, blues rock, jam band, mellow gold, pop rock, post-grunge, rock",62,1,1994,1/1/94,289200,165.6,9,1,0.0369,1.47e-06,0.562,0.742,0.102,-6.355,0.0346,0.7929999999999999,0,34.0,23.0,TROXHLM128F4266510,SOMPUQO12A8C13A574
27L8sESb3KR79asDUBu8nW,FOUNTAINS OF WAYNE,FOUNTAINS OF WAYNE,STACY'S MOM,STACY'S MOM,"alternative rock, pop rock, power pop",74,1,2003,1/1/03,197987,118.015,11,0,0.00207,1.7800000000000002e-05,0.774,0.75,0.0808,-4.927,0.0412,0.927,0,17.0,21.0,TRCJAHJ128E07815B6,SOOUDTH12A6D4F60A6
27LWYN5H4rfXlRz1vFNm63,JOAN BAEZ,JOAN BAEZ,EL PRESO NUMERO NUEVE,EL PRESO NUMERO NUEVE,"american folk revival, folk, folk rock, singer-songwriter, traditional folk",27,0,1960,1960,170133,121.64399999999999,1,0,0.815,0.0,0.609,0.2,0.0662,-10.716,0.048,0.33299999999999996,0,,,TRIJCMY128F92F9D31,SOVHZVY12AB017C7EA
27LdISOkULXfPw295HLtiX,CYPRESS HILL,CYPRESS HILL,LOCOTES,LOCOTES,"chicano rap, gangster rap, hardcore hip hop, hip hop, rap, rap rock, west coast rap",38,0,1995,10/31/95,216133,93.417,4,0,0.146,0.129,0.895,0.541,0.0925,-13.017999999999999,0.41100000000000003,0.366,1,,,TRCIIFG128F92DE4F4,SOUDEZU12D0219A474
27M1TykdEo1TQc00E6gi0f,THE DIXIE CUPS,THE DIXIE CUPS,PEOPLE SAY,PEOPLE SAY,"brill building pop, classic girl group",23,1,1964,1964,156965,125.5,0,1,0.381,0.0,0.5870000000000001,0.361,0.20600000000000002,-13.296,0.0518,0.868,0,9.0,12.0,TROTDDW128F92F137D,SORWTBD12A8C141E43
27PmvZoffODNFW2p7ehZTQ,KENT JONES,KENT JONES,DON'T MIND,DON'T MIND,"miami hip hop, viral trap",66,1,2016,4/25/16,198237,158.77700000000002,8,1,0.0235,0.0,0.46399999999999997,0.7709999999999999,0.063,-4.503,0.336,0.69,1,,,,
27QBppG8UuQ8pRlbgIUPn4,RISE AGAINST,RISE AGAINST,LIFE LESS FRIGHTENING,LIFE LESS FRIGHTENING,"chicago hardcore, chicago punk, hardcore punk, punk",45,0,2004,1/1/04,224013,180.19799999999998,1,1,0.0082,0.00627,0.484,0.953,0.162,-2.5989999999999998,0.0637,0.226,0,,,TRGNMTD128E078884F,SOCAKHR12A58A7AE39
27QCaXOhT6qY0NT6tv5IZ6,MODEST MOUSE,MODEST MOUSE,BUKOWSKI,BUKOWSKI,"alternative rock, dance-punk, indie pop, indie rock, modern rock, rock, washington indie",49,0,2004,4/5/04,254667,130.166,8,1,0.0839,0.00235,0.622,0.413,0.131,-9.975,0.0457,0.52,1,,,TRRTELE128F427EC7E,SOURPZZ12A8C1380EF
27RJqlzy0TXZloJIuEYEbG,BRYAN ADAMS,BRYAN ADAMS,THIS TIME,THIS TIME,"album rock, canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, pop rock, rock, soft rock",38,1,1983,1/18/83,200560,126.715,2,1,0.0033,0.0005639999999999999,0.565,0.531,0.47200000000000003,-16.233,0.0329,0.6970000000000001,0,12.0,24.0,TRKPGHH128F1453DD0,SOPBCFX12A6D4F5A0F
27YGWETy0rbQXZwhTrIDXg,BILLY IDOL,BILLY IDOL,PRODIGAL BLUES,PRODIGAL BLUES,"album rock, classic rock, dance rock, hard rock, mellow gold, new romantic, new wave, new wave pop, rock, soft rock",35,0,1990,5/1/90,341787,103.92399999999999,2,1,0.0431,0.0424,0.691,0.51,0.18100000000000002,-9.059,0.025,0.147,0,,,TRSNGRA128F149521B,SOTABUQ12A6D4F6D4D
27YRhvaM73E3a1x3A3esdW,LITTLE RICHARD,LITTLE RICHARD,LUCILLE,LUCILLE,"rock-and-roll, rockabilly, soul",44,0,2008,7/29/08,141853,144.683,6,1,0.28,0.00128,0.6890000000000001,0.836,0.163,-9.511000000000001,0.0478,0.9520000000000001,0,,,TRBXZUJ12903CD4B12,SOBNJHO12A6D4F842B
27YlMLaVRhOZZ6ba75iVB7,GOODIE MOB,GOODIE MOB,DIRTY SOUTH,DIRTY SOUTH,"alternative hip hop, atl hip hop, conscious hip hop, dirty south rap, gangster rap, hardcore hip hop, hip hop, southern hip hop",45,1,1995,11/6/95,214040,91.959,5,0,0.028999999999999998,0.0,0.9179999999999999,0.36,0.0799,-9.952,0.275,0.243,0,,,,
27aDju7VAODvQYHWrrv6o9,RANDY HOUSER,RANDY HOUSER,GOODNIGHT KISS,GOODNIGHT KISS,"contemporary country, country, country road, modern country rock, redneck",54,1,2013,1/22/13,206800,111.024,1,1,0.0382,9.92e-05,0.731,0.71,0.11800000000000001,-4.285,0.0332,0.633,0,,,,
27fug0loVTSPGMX59ecZtS,THE CURE,THE CURE,APART,APART,"dance rock, new romantic, new wave, permanent wave, rock",38,0,1992,4/21/92,395360,82.102,9,0,0.42200000000000004,0.35200000000000004,0.546,0.433,0.325,-15.933,0.0282,0.511,0,,,TRMTSQY128E078EED6,SOAPVIO12A6701F509
27jaiKKAGY0HXVXkOGnUJW,FRANKIE LAINE,FRANKIE LAINE,MOONLIGHT GAMBLER,MOONLIGHT GAMBLER,"adult standards, brill building pop, cowboy western, deep adult standards, easy listening, lounge, rock-and-roll",34,0,1958,1958,174693,123.624,2,1,0.8640000000000001,0.0,0.5579999999999999,0.301,0.16,-15.253,0.0362,0.473,0,,,TRVSUUR128F93589D6,SOCFUTT12AB01829F6
27njtYcV3FjqmAvtxEUC4S,HONEYMOON SUITE,HONEYMOON SUITE,FEEL IT AGAIN,FEEL IT AGAIN,"album rock, canadian metal, classic canadian rock, glam metal, hard rock, mellow gold",44,1,1986,2/6/86,277293,122.141,10,1,0.008740000000000001,7.41e-06,0.6,0.574,0.11699999999999999,-13.164000000000001,0.0395,0.5589999999999999,0,16.0,34.0,TRQNTYZ128F93442C9,SOOQYOE12AB0185CA8
27oFpFktCq9JIXjJQRuv7a,6IX9INE,6IX9INE,GOTTI,GOTTI,emo rap,74,1,2018,4/10/18,166852,161.9,10,0,0.0524,0.0,0.728,0.584,0.0658,-7.255,0.17600000000000002,0.365,1,,,,
27sYHmgfRvHFyQ5vrm5nQp,BABYFACE,BABYFACE,AND OUR FEELINGS,AND OUR FEELINGS,"dance pop, neo soul, new jack swing, quiet storm, r&b, urban contemporary",35,1,1993,8/24/93,342360,128.137,4,1,0.138,0.0,0.741,0.5920000000000001,0.22399999999999998,-7.819,0.0298,0.27,0,20.0,21.0,TRGQERE128F4270B31,SOHDUBX12D02191E2F
27tOroYIeYOkgZaFahZsCU,THE WHO,THE WHO,SPARKS,SPARKS,"album rock, art rock, british invasion, classic rock, folk rock, hard rock, mellow gold, rock, roots rock",28,0,1969,5/23/69,125087,140.41,11,1,0.461,0.905,0.513,0.455,0.121,-13.004000000000001,0.0427,0.0366,0,,,TRRDAKV128E0791809,SOFSKFY12A6701C8A3
27te5wEv1SXij9SP9d1Rib,JA RULE,JA RULE,HOLLA HOLLA,HOLLA HOLLA,"dance pop, east coast hip hop, gangster rap, hip hop, hip pop, pop rap, queens hip hop, rap, urban contemporary",45,1,1999,1/1/99,264533,92.969,11,1,0.0266,0.0,0.883,0.622,0.0869,-7.968,0.35,0.499,1,,,,
27zaw4Yv7lEsApxAvx596A,QUINCY JONES,QUINCY JONES,EVENING IN PARIS,EVENING IN PARIS,"adult standards, disco, funk, jazz funk, motown, quiet storm, soul",14,0,1957,1/1/57,248093,114.87799999999999,7,0,0.972,0.13,0.512,0.155,0.127,-12.526,0.0401,0.204,0,,,TRHRKMS12903CAB491,SOYEZAN12AB018B4D3
